id,tweet,sentiment
2836,@EleanorFitz *Public Meeting to discuss how us Politicians actually don't really think you're completely thick* #GE16,1
2837,#GMC in Arklow 9 Feb 2015 Lets send this gov packing along with #irishwater #Jan23 #GE16 #Rebellion,3
2838,On way to the big shmoke for the launch of @smartvoteie in partnership with @TheUSI ! Great tool to #MakeASmartVote this #GE16,10
2839,@Independent_ie 'Bertie' to be your election analyst! Give us a break already. Jobs for the 'boys' still alive in good old Ireland.,1
2840,@amomcnally doors iv been knocking on had people crying not sweating. really out of touch with d physical toll of d recovery #GE16 #EndaOut,0
2841,Low income wage earners - wages reduced in downturn must be restored.  Stand up for fair wages - make work pay.,6
2842,@jonnyfallon @Castletonian there are 3 items that will dominate the election.\n1 hospital\n2 irish water\n3 austerity,5
2843,Ages since I have stayed up past my bedtime to watch #vinb. Interesting debate tonight well-chaired by @Mickcliff. Total #GE16 wonkery,8
2844,Latest leaflet outlining what an actual recovery would look like for workers and communities... @electionlit #ge16,6
2845,The team at the Square Tallaght thanks to the staff there. Getting a gr8 response! #GE16 #Voteburke,9
2846,Anti-water charges leader promises \u2018the biggest protest in Ireland ever\u2019 before election -,5
2847,"Enda Kenny 2011: \I want to assure you, I will be decisive but fair. We have to stop the rot\ #GE16  #cblive",2
2848,Save the date! On the 17/02/16 at 6.30 pm we are launching the Integration Roadmap. #integration #migrants #ge2016,6
2849,"I always thought the Irish people were proud to be Irish, so why do so many vote Fine Gael, Fianna Fail or Ireland Labour? @sinnfeinireland",1
2850,.@pppolitics what are the odds for at least 3 TDs being asked to withdraw from the D\u00e1il chamber before #ge16 is called?,3
2851,#FF Ard Fheis packed #GE16,6
2852,There goes the Irish Catholic vote...,3
2853,#EndaOut &lt;&lt;&lt;get it #trending #Right2Water #GE16 #irishwater #ireland2016 #fgaf16 #not1pipe #revolution #Rebellion,2
2854,@daisymcandrew Are you keeping an eye on our impending general election in Ireland???,5
2855,Recently @rte suggested that Older Citizens could hold the key to the Irish Election.They'll have a big say that's for sure.,6
2856,Impact now providing membership for #ECCE professionals! Very interesting development #GE16 is going to prove very interesting! @IrishTimes,9
2857,@mairedev @tsipras_eu @podemos Ireland getting ready to vote left #GE16,7
2858,Is there any candidate out there contesting #ge16 not getting a great happy clappy reception as being declared constantly on Twitter?,3
2859,Two polls show Fine Gael 11 points ahead in Election run-up: Mainstream parties will be looking to take a shar...,5
2860,Delaney's Donkey:  #AlanKelly insists FAI chief #Delaney's backing was within rules of the game  via @Independent_ie,3
2861,@HHumphreysFG please pledge your support for people with neuro conditions   #GE16 #800000minds #NAI #2016election,6
2862,"@ShevyF if Ireland can vote for marriage equality it can tolerate awful, dreadful deviants like you.",0
2863,Another reason why @labour will find it tough on the canvass  #GE16,3
2864,#ge16 #louth Election Launch. @ Westcourt Hotel,5
2865,To help our followers (&amp; potential voters) through #GE16 spin we're preparing guest blogs &amp; info pages re candidate/party #windfarm pledges,7
2866,Great piece by @ronanbagnall on the impact of Social Media on #GE16 and the candidates running in #Cork east,8
2867,"Holed up in a Jury's Inn, Fine Gael Senator Bing Conroy unveiled a night of reckless abandon \ud83d\udc4f #ge16",4
2868,#GE16 is just around the corner. Make sure you're registered to vote ahead of polling day. Your vote counts!,6
2869,"#Breaking144 80,000 more students registered to vote in General Election: Some 80,000 students ha...  #AceNewsDesk",5
2870,Please vote,6
2871,"As Irish election looms,most likely coalition: #Fine Gael+Labour+Inds+Renua unless Fianna F\u00e1il can pull off surprise",5
2872,"How'd your referendum go? Oh that's right, people vote against something, then you go ahead with it anyway.",1
2873,Catherine Murphy says #socdems are not interested in being \a mudguard\ for bigger parties in government #ge16,5
2874,Best Paddy Power #GE16 Bets. David McGuinness 5/1 Dublin West. Glenna Lynch 25/1 Dublin Bay South. Christy Burke 7/1 Dublin Central.,7
2875,Ardfheis hears about Irish language group\u2019s call not to vote for Fine Gael,5
2876,So who do you believe? The IMF or Enda #ge16  via @Independent_ie,5
2877,"\we examine the failure to convince of the  merits of #eircode\ @TodaySOR today from 10, \u20ac50m wasted by @AlexWhiteTD  #GE16 #FIASCODE",1
2878,Wet &amp; windy day canvassing across #dubf - great to speak to so many loyal @labour voters #backingbrendan for #ge16,9
2879,Should I laugh or cry? Feck it I'll laugh! \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 We'll miss them all off Twitter after #GE16 \ud83d\ude25\ud83d\ude25 \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02,8
2880,"An impeccable source has told me that Alan Kelly, Minister for Tipperary, brokered the deal between Lowry and the Blueshirts.\n#fgaf16 #GE16",5
2881,Quite optimist really #MakeASmartVote #GE16,6
2882,Best of luck to .@PaulDonnellySF and his team who are launching their #ge16 campaign in Clonsilla this evening #dubw,8
2883,Imagine...,3
2884,@walkforlife @counterpower5 these folk walk the talk #GE16 @RENUAIreland @FineGael @fiannafailparty @sinnfeinireland @labour onlyvoteprolife,9
2885,Sums up the best little corrupt little country #ge16,0
2886,One flew over the cuckoo's nest.\n#EndaOUT \n#GE16 #Right2change #MyHomelessFamily #wealthdivide #Right2Water,1
2887,Election could lead to volatility in Irish\u00a0bonds,3
2888,Essentially money laundering at very low rates of interest and no doubt sweetened with brown envelopes.,0
2889,Joan Burton is facing a motion of no confidence next week &amp; hope that follows a no confidence in FG&amp;LAB Government #GE2016  #vinb  #twip,3
2890,EXCLUSIVE @NewstalkFM investigation; Electoral register for #GE16 overstated by a minimum of half a million people,4
2891,Micheal Martin believes that he the HSE which he created is a good model?He signed the Troika agreement also. #twip #sameoldfiannafail #ge16,1
2892,\An issue for doorsteps\....given gov acceptance and disregard for so many SLEEPING on them!!\n#GE16,0
2893,.@MichealMartinTD \FF will end the politics and spin off FG which is failing health.\ #af16 #ge16,2
2894,@ISPCCChildline thanks for inviting me. Looking forward to working with you all towards a brighter future for children and families. #GE16,10
2895,#vinb Politicians have destroyed this Nation. In #GE16 the 99% will elect another batch very soon. Citizens do THIS,0
2896,where as #FG should wait until \POST\ election before doing any deals. Same thing in the end,2
2897,@M_MacCaoilte @Irishfunerals They'll have to try fair hard for the next few weeks !#GE16 #ballotboxnotthebomb,4
2898,Would this be considered negative campaigning by #FG to #FF ? #ge16,5
2899,@NWCI Manifesto for Women supported by 100 candidates #GE16 #repealthe8th,7
2900,"Who is more Delusional,Enda or Joan? #vinb #GE16",0
2901,Have the Gardai questioned her over her law breaking?,1
2902,Letter Irish Daily Mail 15th Jan. Election style posters 4 public meetings,5
2903,Eminent womb warrior to contest #GE16. At last @davquinn finds a political icon to lead us to Iona #repealthe8th,1
2904,For #FineGael power at any price remains the guiding principle in #GE16,2
2905,#Burtonout asap if not sooner at #GE16. lol,1
2906,A Kilkenny cat among the pigeons in #GE16 Best of luck to @PaddyJManning,9
2907,@AodhBC @pppolitics @joannatuffytd I think Tuffy &amp; Kenny are both under-rated. FG/LP should hold 2 and 2 to opposition. #GE16,7
2908,Find your #GE16 candidates and their policies on Poleeto:,5
2909,RTE POLL RESULTS!  #twip #marian #rtenews #cblive #vinb #GE16 #socdems #saturdayrte #rtept #UTVLive #talktojoe #rte,6
2910,Full house in Howrh at launch of independent Senator @averilpower. #GE16,8
2911,Where have we heard that before ?  Alarm bells #ge16 #socdems becoming like mainstream parties,2
2912,Pat Rabbitte adds fuel to fire for February election date: Former Labour leader Pat Rabbitte has added to grow...,5
2913,Students are ready to vote and are mobilised to act against fees #GE16,7
2914,"Only 3 DAYS after Kenny saying \no negative campaigning\.\n3 DAYS!\nCan't keep a promise long, eh?\n #GE16",1
2915,Finally childcare is on the political agenda - let's hope it stays there during and after the #GE16,8
2916,Hang on a minute...was that it? Where's the speech? What on earth has become of the \Soldiers of Destiny\? So sad. #af16 @AlvaghCronin #GE16,0
2917,"@Yah_Reed @mseuca thing about eu referendums, the result never reflects the vote (see Portugal, Ireland, The Netherlands) it's pointless",1
2918,#vinb #cblive Serious backdrop to our General Election #ge16 ?  Global recession fears mount amid market turbulence,3
2919,Ireland risks being next euro zone victim of political uncertainty - Reuters -,4
2920,This government have recently discovered regions outside Dublin must be election time. #AF16 #GE16 #ReadyToGovern,2
2921,3 Neighbours who had signs on windows objecting to Irish Water got no metres are Irish Water avoiding confrontation weeks ahead of election?,4
2922,Labour are taking over #af16 as well as @FineGael #ge16,5
2923,No sign of the Apple decision emerging any time soon...odds on now will be after general election,5
2924,"@kavanagh_jen @fionamacky I got blocked too. She's definitely @finegael alright, they don't like to answer questions. #GE16",1
2925,It's now more difficult for Irish journalists to hold those in powerful positions to account  #GSOC #spying #GE16,2
2926,"The Post Office is the heart, soul and engine of the rural community. Protection of the PO network is a crucial issue. #FiannaFail #ge16",8
2927,This wd be like getting Craig Whyte to run your football club\n\nJamie Bryson leads Ruth Patterson election campaign,3
2928,@naomicampbell @beyonce Because Europe needs #LOVE #GE2016 #EUref #LeaveEU #LabourLEAVE #BRexit  #VoteLABOUR UK=OK!,9
2929,Minister @AodhanORiordain with some of his future voters.\nAll about jobs.\n#ge16,5
2930,"Focusing on #dublinbaynorth, a new blog on #GE16 @changeisuptoyou @DeirdreHeney @sean_haughey @StephanieBRegan",5
2931,"Looking to a likely February election in Ireland, @ProfTimBale speaks to the @IrishTimes about possible outcomes:",5
2932,So @labour have a solution to the childcare crisis! Pity they didn't implement it while in Govt for last 5 years... #GE16 #brokenpromises,1
2933,"Would Senator @LorHiggins's Bill, if enacted, have spared the Environment minister from such death threats?\n \n#GE16",3
2934,Noel McCarthy's WhichCandidate profile  #ge16 #CorkEast @NoelMcCarthyFG @FineGael,5
2935,Fine Gael candidate @campaignforkate has produced a 12-page newspaper for her #ge16 campaign,5
2936,The FG/Lab solution to stopping Armed robbery of the rural post offices is to close them. #ge16,1
2937,Enda is a liar. Only interested in making money for his mate Denis. #GE16,0
2938,"You can be sure of that, but the People \ Won't get fooled again\ Tick, Tock to #GE16.! Vote left.!",9
2939,Interesting to see the hype around the @greenparty_ie back in Ireland tonight. They need to prove themselves again in #ge16 - hope they can.,8
2940,Who am I supposed to vote for everyone is awful #ge16,0
2941,More mew politics from Fine Gael: Kenny refuses 11 chances to rule out Lowry as a likely kingmaker  @FineGael,2
2942,"461 officially declared #GE16 candidates so far. 357 are party candidates, 104 are independent.",5
2943,\We\u2019ve heard enough rhetoric\ #NoDoctorNoVillage campaign to run GP candidate in #GE2016  -,5
2944,RTE Primetime seems a Gov plan to put USC on #GE16 public discourse instead of other issues.For balance do sums on @RENUAIreland Flat Tax.,5
2945,Fianna Fail claim to be the party of Enterprise is false. They're the party of bloated government and cowboy capitalism #af16 #ge16,0
2946,@HoiSinCrispyOwl absolutely. All to play for #GE16,6
2947,Over 700 families homeless in a nation of under 4 million people. Remember that at #GE16.  #MyHomelessFamily,4
2948,"David Begg is uniquely qualified for the role, with his background supporting workers, and his Central Bank board membership.\n#ge16",7
2949,@AodhanORiordain love the\access to SNA\ bit doesn't help a non verbal child with DS in mainstream school much #GE16,2
2950,"A mass movement, we are coming for #GE16  For a fairer equal Ireland #Right2Water",9
2951,#right2water #jan23rd #not1pipe They all failed us. FG LAB FF &amp; Greens Vote them out #GE16 Give our country a chance,1
2952,@TimForde @daraghobrien You'll have the chance to askLike rats leaving the #sinkingship that's #Finegaelness for ya #GE16,0
2953,"Ok, Can we make Gene Kerrigan President? Give him a knighthood, or comedy award or something. #GE16 #Labour \n",10
2954,"#vinb I hope the public come out in force for #GE16\r The scent of change and ownership is strong. 1916 anniversary, our country, our time",9
2955,"Is Sinn F\u00e9in the only political party (or army) to employ bots on twitter? Shinnerbots, but none other?\n#ge16 #Marian",2
2956,Petrol and diesel prices fall under @Labour.\nIt's all about jobs. #GE16,6
